symbol	alias
POLR2A	POLR2
HTR3E	5-HT3c1
OR2K2	OR2AR1P
HR	AU
TBX1	DGCR
TIGIT	VSTM3
PACSIN2	SDPII
FAM83C-AS1	C20orf120
MIR640	hsa-mir-640
LYZL6	UNQ754
ACTL8	CT57
RNA5SP416	RN5S416
CACNB2	MYSB
CLCA1	hCaCC-1
HYKK	AGPHD1
MIR559	hsa-mir-559
VCAN	WGN
YES1P1	YESP
C9	ARMD15
MED13L	PROSIT240
TALDO1P1	TALDOP1
FMR1-AS1	FMR1-AS
PGF	PIGF
EPCAM	TACSTD1
NPHP3-AS1	NCRNA00119
YWHAB	GW128
ICA1L	ALS2CR15
IGLV11-55	V4-6
REG3A	REG3
SNORD21	RNU21
KCNH2	H-ERG
TRP-AGG2-5	TRP-AGG2-3
D1S111	D1S61
RNF32	HSD15
GSTK1	GST
TP53	P53
CLEC4D	CLEC-6
OR1L6	OR9-30
EDDM3A	HE3ALPHA
NABP1	SOSS-B2
SOX11	MRD27
WISP1	WISP1tc
DECR1	NADPH
SNORD77	U77
HDAC9	HD7
FICD	HYPE
PMEPA1	STAG1
ISL1	Isl-1
CDC14B	Cdc14B1
GSTA1	GST2
SSX6	psiSSX2
HIST3H3	H3.4
DNM1P40	DNM1DN11-5
SMAD3	HSPC193
PNPLA2	iPLA2zeta
HSP90AB3P	HSPCP1
OR10P1	OST701
SNORD115-7	HBII-52-7
CDK9	CDC2L4
CHCHD1	C2360
TTC8	RP51
VEGFB	VEGFL
DYRK3	DYRK5
RUNX2	CLCD
TRAF3IP2-AS1	C6UAS
COMMD3	BUP
IGHV3OR16-9	IGHV3OR169
TNFSF13B	TNFSF20
MIR216B	mir-216b
IGFBP7	IGFBP-7v
CMAHP	CMAH
LILRB1	LIR1
CCL4L2	AT744.2
MITF	WS2A
GCAT	KBL
LAMTOR4	C7orf59
UCMA	GRP/UCMA
MID1IP1	G12-like
SUCLG2	GBETA
SMIM1	Vel
PEX12	PBD3A
PGPEP1	PGI
RNA5SP306	RN5S306
LINC01023	HP07349
NECTIN1	PVRL1
TAMM41	TAM41
NDUFAF7	MidA
ORAI2	CBCIP2
SURF2	SURF-2
FAU	S30
HMGB3	HMG-2a
MIR7846	hsa-mir-7846
PARP1	PPOL
PRKCSH	PCLD1
ZNF500	ZSCAN50
INTS7	C1orf73
SCN10A	Nav1.8
DYNLT1	TCTEL1
HYDIN	HYDIN1
OR1E2	OR17-93
NKX6-2	NKX6B
RPL27AP3	RPL27A_1_302
CLCA2	CACC3
KRT34	hHa4
MIR769	MIRN769
IGKV1D-8	IGKV1D8
TNPO2	IPO3
CHAF1A	CAF1
CD300E	IREM2
GRIN1	MRD8
ZSCAN12P1	dJ313I6.7
MIR4732	mir-4732
MIR6864	hsa-mir-6864
TEX38	ATPAF1-AS1
RABAC1	PRAF1
ALDH18A1	SPG9
PLAUR	URKR
EPCAM	M4S1
HSP90AB5P	HSP90BE
ZNF274	ZF2
MCRIP2	c349E10.1
TAF9	MGC:5067
MIR326	mir-326
SYNDIG1	IFITMD5
HSPD1P17	HSPD1-19P
SNORA73A	RNU17A
C11orf54	PTOD012
ERVK-21	Endo-Rev2
ACKR4	CCRL1
EPHA5	EHK-1
NOP56	NOL5A
RNA5SP233	RN5S233
RSL24D1	RLP24
CASC21	CARLo-2
RRAD	REM3
KRTAP2-5P	KAP2A
GABRB3	ECA5
ST13P4	FAM10A4P
LGMN	LGMN1
EYS	bA166P24.2
RNVU1-11	RNU1P2
ABTB2	BTBD22
XGY2	XGPY2
SEMA4F	PRO2353
LAKLG	LAKL
DIS3	2810028N01Rik
OR7E26P	OR7E67P
RPS26P7	RPS26_15_908
GRIK2	GLUK6
BMPR2	BRK-3
DYNC1H1	DNECL
SSX2IP	ADIP
POLR3D	RPC4
HMGN5	NBP-45
TRIM15	ZNF178
RPS15AP2	RPS15A_11_1364
TRF-GAA1-4	TRNAF2
MIR147B	MIRN147B
SOCS7	NCKAP4
MIR217HG	MIR216BHG
CDC27	D0S1430E
MALAT1	HCN
CYP51A1P3	CYP51P3
TRAF3	IIAE5
TRS-GCT6-1	TRNAS16
WNK1	PRKWNK1
ZBTB40	ZNF923
RGPD6	RanBP2L2
OTOF	NSRD9
NR1H2	LXRB
FN1	GFND2
FOPNL	PHSECRG2
REEP1	Yip2a
MARCKS	MACS
ADCY10	HEL-S-7a
MAS1L	MAS-L
BACE2-IT1	C21orf75
RNF216P1	hCG2040556
FAM27E4	FAM27E4P
FANCB	FAAP90
ATP8A1	ATPASEII
HADHAP1	HADHAP
TRBV15	TCRBV24S1A3T
TRQ-CTG1-3	TRQ-CTG1-5
TEKT4P2	TEKT4P
OR5I1	HSOlf1
GPER1	GPER
NHP2P2	TCAG_30283
FKBP1A	FKBP12
POMT2	LGMD2N
EFNA2	ELF-1
DEL15Q26QTER	C15DELq26qter
RPS4XP20	RPS4P20
TRE-CTC16-1	TRNAE42P
TUBB2A	TUBB
PTPRO	GLEPP1
HABP2	FSAP
ATRX	RAD54L
RPS24P14	RPS24_4_1115
WDR35	IFT121
MRSD	CHRS
RPL19P15	RPL19_10_1014
GRHL1	NH32
NSMCE3	LICS
GSTM3	GTM3
PRDM8	PFM5
JAM2	JAMB
KCMF1	FIGC
DGCR8	DGCRK6
OSTM1	GL
RPL32P35	RPL32_11_1810
CDK11B	PK58
THEM4	CTMP
MIR133B	MIRN133B
MYH2	MyHC-2A
FOXRED1	FP634
FGF14	FHF-4
SSB	La
OR3A5P	OR17-25
OR2C3	OR2C5P
RAPH1	LPD
OR5M3	OR11-191
ERVK-22	c19_A
CDR1-AS	CDR1NAT
LSM14B	LSM13
FOXE3	ASGD2
BAIAP2	IRSP53
AFAP1L2	KIAA1914
SNORD128	ZL43
SRGN	PRG
MIR17	miRNA91
TRIM52	RNF102
LAP3	LAPEP
CA2	HEL-76
SUSD6	DRAGO
TIMM9	TIM9
SPESP1	ESP
OR5H1	HTPCRX14
VTI1B	v-SNARE
PDCD6	PEF1B
MEIS2	MRG1
DHPS	MIG13
MAGEA7P	MAGEA7
SNORA63	E3-2
SULT1E1	EST
NOXA1	NY-CO-31
DDR1	CD167
CNPY3	PRAT4A
TIMELESS	hTIM
MUL1	C1orf166
RBFOX3	FOX3
SOCS3	ATOD4
ERN2	IRE1-BETA
DYNC1H1	SMALED1
NFYAP1	NFYAP
MIR516A1	mir-516a-1
HSD17B8	RING2
TMEM253	NCRNA00220
ARHGAP39	CrGAP
MYLK	MYLK1
FCRLA	FCRLe
PCDHGA5	PCDH-GAMMA-A5
GNB1L	FKSG1
SNORA63	RNE3
CYP7B1	SPG5A
MUC1	MAM6
CBY1	C22orf2
RBM33	PRR8
TP53INP1	Teap
HNF1B	FJHN
FOXG1	KHL2
NCBP2L	dJ820B18.1
OR9K2	OR12-2
CNKSR2	CNK2
CDRT7	NCRNA00025
STK25	SOK1
SH3BGRL3	SH3BP-1
TDO2	TPH2
CYFIP1	P140SRA-1
TMPRSS4	TMPRSS3
MAGT1	PRO0756
MIR7641-2	B-ATF
RNA5SP443	RN5S443
TCF4	SEF2-1D
CPB2	PCPB
ANKHD1	VBARP
CDK5R1	p23
MECR	CGI-63
ERCC5	COFS3
KIF5B	HEL-S-61
CYP2D6	CYPIID6
GTF2IRD2P1	GTF2IRD2P
NOC4L	NOC4
MYPN	CMH22
CD84	hCD84
CUP2Q35	C2DUPq35
MYO3A	DFNB30
MKL1	MRTF-A
IL10RA	CD210
TTC41P	GNNP
OASL	OASLd
TSGA10	CT79
ZNF207	BuGZ
TPM3	HEL-189
RHOXF2	PEPP-2
OR2T11	OR2T11Q
PRUNE1	DRES17
CCL3L1	LD78-beta(1-70)
TRA-CGC3-1	TRNAA4
UCP2	SLC25A8
PNN	DRSP
PHC3	HPH3
SLC7A5	CD98
EIF1B	GC20
H19	LINC00008
CDRT1	C17ORF1
STMN1	PR22
PITX2	RIEG1
YY1	DELTA
OFD1P10Y	OFD1P10
SNHG14	UBE3A-AS
SLC27A6	FATP6
HDGFRP2	HRP-2
LCA5	C6orf152
MIEF2	SMCR7
LOC101929946	ZEB1-AS1
GSPT1	ETF3A
RHD	RHDel
CALN1	CABP8
SELL	PLNHR
PTCRA	PT-ALPHA
GPR75	GPRchr2
TREML2	TLT2
DGKA	DGK-alpha
MAPK13	p38delta
PTPRQ	DFNB84
MIR548I4	MIRN548I4
RNA5SP456	RN5S456
S100A1	S100A
HNRNPA2B1	SNRPB1
CUL5	VACM-1
ADAM33	DJ964F7.1
FOLR2	BETA-HFR
RPL17P37	RPL17_12_1285
FAM161B	c14_5547
TCN1	TC1
MIR6752	hsa-mir-6752
GJA1	HLHS1
FTX	MIR374AHG
MST1L	MSPL7
MEF2C	DEL5q14.3
RNA5SP48	RN5S48
RETNLB	HXCP2
RPS6KB2	KLS
CCL4L1	CCL4L
ZNF521	Evi3
MIR424	MIRN424
CDK2AP1	p12DOC-1
OR3A3	OR17-137
PARD3	PAR3alpha
EFS	HEFS
LINC02182	LA16c-444G7.2
RPSAP44	RPSA_16_706
KCNG1	kH2
HAR1B	NCRNA00065
METTL2B	PSENIP1
CHST11	C4ST
KIF20A	RAB6KIFL
RBM12B	MGC:33837
FCER1A	FCE1A
ZDHHC8	ZDHHCL1
MIR449A	mir-449a
LINC00268	NCRNA00268
GAPDHP60	GAPDHL4
CFHR5	CFHR5D
MARCKSP1	MACSL1
ERVK-20	c11_B
GRN	GP88
PPIL2	CYC4
GRDX	GD3
CCR7	CDw197
NME2	NDPKB
TXN	TRX1
LMBR1	ACHP
NLRP10	PAN5
MAP3K11	PTK1
SLC10A2	NTCP2
OR2B2	OR2B9
PGBD1	dJ874C20.4
GTF2H5	C6orf175
ABCC1	MRP1
CCNYL2	CCNYL2P
TUSC3	N33
HTR1F	MR77
CHKB	MDCMC
MYH6	SSS3
RNA5SP108	RN5S108
TRAF3IP2	C6orf2
FABP3P2	FABP3-ps
MIR296	mir-296
MIR6859-4	hsa-mir-6859-4
SPAG8	CT142
SLC10A3	P3
IMPAD1	IMPA3
IFIT3	ISG60
FEM1A	EPRAP
RNU4-2	U4A
S100A4	FSP1
EPB41L4A-AS1	TIGA1
LINC00092	NCRNA00092
TRK-TTT3-4	TRNAK3
XCL1	ATAC
IARS	PRO0785
RHCE	RHE
FRZB	FRZB-PEN
SLCO2A1	PGT
SLC25A6	ANT
GLE1	LCCS1
SLC35C1	FUCT1
ZNF496	ZFP496
MT1X	MT1
PTOS2	PTOSX
POMGNT1	MGAT1.2
TNFRSF10B	TRICK2
DRICH1	KB-208E9.1
MED22	SURF5
SRFBP1	P49
EFHD1	MST133
FMTLE	ETL3
BMI1	flvi-2/bmi-1
STK38	NDR
CIITA	NLRA
NPIPA2	NPIP
RPL39P2	RPL39_16_1342
OR7E26P	OR7E71P
TMCO3	C13orf11
RPS3AP11	RPS3A_1_40
ERCC3	TTD2
DHRS4	SDR-SRL
ACVRL1	TSR-I
ACER1	ASAH3
MBOAT7	hMBOA-7
KIF3A	KLP-20
NDUFA4L2	NUOMS
HMHB1	HLA-HB1
SRSF6	B52
MIR212	mir-212
ANKRD23	MARP3
CYP24A1	CYP24
RGS20	ZGAP1
HIST1H4I	H4FM
DNM1P28	DNM1DN3-3
FRS2	FRS2A
WDR88	PQWD
RWDD2A	dJ747H23.2
DYNC1LI2	LIC2
ERAP1	ARTS1
KTWS	KTS
SH3GL3	SH3D2C
LIF	MLPLI
SRPX2	CBPS
RNA5SP80	RN5S80
PLA2G2E	GIIE sPLA2
ROR2	BDB1
AQP9	AQP-9
ZNF17	HPF3
CBY1	PIGEA-14
ASF1A	CGI-98
DLK2	EGFL9
ZBTB46	dJ583P15.8
MIR6077	hsa-mir-6077-2
FZD6	FZ6
PLA2G2D	sPLA2-IID
RFLNA	CFM2
GPT2	GPT 2
HIST1H2BO	H2B/n
TRAV36DV7	TRAV36/DV7
LMO1	RHOM1
VN1R11P	dJ86C11.7
SYNRG	SYNG
SLC9A8	NHE-8
RAB3GAP2	RAB3GAP150
SNORA17A	ACA17
ART4	ARTC4
PHC1	MCPH11
LOC105378503	EMX2OS
ECT2L	dJ509I19.5
BLM	RECQ2
FCRLB	FCRLY
PSMG1	PAC1
GRP	BN
PCNX4	C14orf135
IL7R	CD127
CHAF1A	P150
DZANK1	bA189K21.8
SNTB2	SNT2B2
GPSM3	G18.2
CACNA1H	CACNA1HB
DDX49	R27090_2
SF1	D11S636
MBL3P	COLEC2
ECT2L	LFDH
ZC2HC1B	FAM164B
LAIR2	CD306
DPP7	DPP2
WIPI2	WIPI-2
ERMP1	bA207C16.3
MRPS11	HCC-2
MIR214	miRNA214
HLA-V	dJ377H14.4
RPL30P7	RPL30_3_541
LIMS3	PINCH-3
YWHAE	KCIP-1
PSTPIP2	MAYP
HMG20B	SOXL
CCL16	ILINCK
CXCL12	TLSF
SF1	ZFM1
PTGES3	TEBP
GTF2H1	TFB1
MAPK13	MAPK-13
DAG1	DAG
PRKRIP1	C114
SUN3	SUNC1
MIR7159	hsa-mir-7159
HRASLS	HRSL1
DLGAP1	SAPAP1
RIN2	MACS
KRT82	KRTHB2
MIR4464	mir-4464
TMEM43	ARVC5
BCS1L	FLNMS
MIR222	miRNA222
ARRB2	BARR2
SLC18B1	C6orf192
RPSAP1	RPSA_24_1712
RPL15P4	RPL15_4_680
NCOA7	dJ187J11.3
RHOU	CDC42L1
MAGEB6	MAGEB6A
ENDOU	P11
EIF6	ITGB4BP
NKX2-2	NKX2B
MIR29C	MIRN29C
TRT-AGT6-1	TRNAT7
PBX2	PBX2MHC
AURKC	AurC
ABCC8	SUR
C1QTNF4	ZACRP4
HSFX1	LW-1
HIST1H2AG	pH2A/f
SLC25A1	SLC20A3
FBXO36	Fbx36
PPP2R5A	B56A
RPL17P15	RPL17_5_269
RPS15AP27	RPS15A_15_1003
HABP2	HABP
ADAMTS2	PCI-NP
PKP1	B6P
DUSP5	HVH3
SH3GL2	EEN-B1
VAMP1	SYB1
TNF	TNF-alpha
BCS1L	h-BCS
DDX20	GEMIN3
ARAF	ARAF1
LPAR4	P2Y9
CCDC65	CFAP250
RPS15AP37	RPS15A_13_1746
LPA	APOA
IGKV1-27	IGKV127
NMNAT1P1	NMNATP
DBT	BCOADC-E2
SCGB1A1	CC16
LINC00158	NCRNA00158
ELANE	HLE
BLVRA	BLVR
HBA2	HBA-T2
NF1P1	NF1HHS
PAPSS1	SK1
IFI6	IFI616
INA	NF-66
LINC00161	C21orf100
IGKV2-19	A28
SNED1	SST3
NIPBL-AS1	NIPBL-AS
CITED2	P35SRJ
SP110	VODI
CNBP	CNBP1
ADARB1	RED1
PR@	SPC
OSER1	dJ1183I21.1
CRYM-AS1	NCRNA00169
ROPN1	RHPNAP1
POLR2L	RPB10beta
TUBB4B	TUBB2
ZUFSP	C6orf113
MAPK11	SAPK2
C1orf228	p40
CASC16	LINC00918
C19orf33	IMUP
ABHD17AP3	FAM108A4P
HSD17B2	HSD17
AKAP17A	SFRS17A
TRS-TGA3-1	TRNAS27
CYTH2	Sec7p-L
EXOSC6	hMtr3p
PRR30	C2orf53
ADAD1	Tenr
SAG	S-AG
LINC00437	TCONS_00021639
UNCX	UNCX4.1
RPL19P8	RPL19_5_537
RNA5SP114	RN5S114
SLC30A5	ZNTL1
FOXQ1	HFH1
CMTM8	CKLFSF8-V2
ZNF66	ZNF66P
KIF14	MKS12
GNGT2	GNGT8
MED24	CRSP4
SMPDL3B	ASML3B
RBMX	hnRNP-G
GTF2IRD2	GTF2IRD2A
TRF-GAA5-1	TRNAF4
QKI	QK
NFKB1	NFKB-p50
FOXE3	CTRCT34
CTTNBP2	CORTBP2
CDB2	CDTB
MIR639	MIRN639
CYCSP24	HCP31
TACR1	TAC1R
PSG1	PSG95
AZU1	NAZC
KRT31	HA1
TOMM34	URCC3
NKD2	Naked2
KRTAP1-1	HB2A
CT45A3	CT45.3
SCN1A	FHM3
PTPRB	R-PTP-BETA
PLEKHG3	KIAA0599
PPP1R14C	KEPI
MIR3074	mir-3074
ATP5A1P8	ATP5A1P9
TRD-GTC2-3	TRNAD13
MIR642A	MIR642
ZNF350	ZBRK1
CCL14	HCC-1/HCC-3
CLDN1	SEMP1
ZCCHC14	BDG-29
NLRC4	CLAND
CD99P1	CD99L1
GRIN2B	MRD6
FGD4	ZFYVE6
SFTPA2	SPAII
NRCLP2	NRCLP
NCOA6	NRC
MIR499A	MIR499
EIF1	EIF-1
WDR63	NYD-SP29
OR10C1	OR10C1P
SYNDIG1L	CAPUCIN
ZCCHC14	BDG29
DRGX	DRG11
MECR	NRBF1
EXOSC10	Rrp6p
SMAD9	SMAD8/9
PSMB1	PSC5
JAK3	JAK-3
LIN9	TGS1
COG4	CDG2J
GGT8P	GGT1P1
MYH7	SPMM
MOB3A	MOB-LAK
BCAP31	6C6-AG
CXCR1	C-C-CKR-1
HIST2H2AA3	H2A/q
ERGIC2	CDA14
ANXA8L1	ANXA8L2
STOML2	SLP-2
TRA-AGC8-2	TRNAA39
VPS33A	MPSPS
MIR365B	mir-365b
GCK	HXKP
TRIB2	TRB2
TRQ-CTG17-1	TRNAQ23
SLC35D2	UGTrel8
KIAA1456	TRM9L
ST3GAL1	ST3GalIA
ZNF711	MRX97
RPS2P30	RPS2_10_800
GCNT1	NACGT2
CROT	COT
GUCA2A	GUCA2
WLS	GPR177
DEL2Q32Q33	C2DELq32q33
RNF138	HSD-4
SECISBP2L	SLAN
FDPSP1	CHR39A
NPFFR2	NPFF2
RPS26P11	bA366E13.1
GLE1	hGLE1
IFIT3	cig41
ARMCX2	ALEX2
CWC15	HSPC148
GDF1	RAI
SCOC	HRIHFB2072
TRBV7-3	TCRBV7S3
HTR1B	5-HT1B
OR5M2P	OR11-193
SNORA59B	ACA59
NRG1	MSTP131
TSN	RCHF1
KRTAP10-11	KAP10.11
TCP1P1	TCP1L1
PTPRJ	R-PTP-ETA
PHF20	TDRD20A
FEZF1	HH22
RPL26P16	RPL26_3_532
VBP1	VBP-1
BRF2	BRFU
KMT5A	SET8
DGS2	DGCR2
DNAJC22	wus
OR2A14	OST182
ADGRG4	GPR112
MIR429	mir-429
TWF2	PTK9L
SECISBP2L	SBP2L
ECI2	DRS-1
CCDC168	C13orf40
CD247	IMD25
ALYREF	ALY
IGHJ3	JH3b
SRSF1	SF2p33
SPAG5	hMAP126
POU3F4	OCT-9
C9orf147	bA32M23.3
PSPHP1	CO9
IGLVV-66	IGLVV66
ANKRD46	GENX-115279
IL10RB	D21S66
EIF2S2	eIF-2-beta
RNA5SP22	RN5S22
MT1H	MT-1H
PPP2R2A	PR52A
BAG6	G3
CYBRD1	DCYTB
RPL5P3	RPL5_13_1449
MIR890	MIRN890
SNORA65	RNU65
KCNK10	TREK2
GPATCH8	GPATC8
IGKV2D-14	L17
TSPAN6	T245
MUC4	MUC-4
MIR7978	hsa-mir-7978
MTATP6P16	ALS2CR3
AHCTF1	ELYS
KRTAP9-4	KAP9.4
PPP5C	PPP5
CARMIL1	LRRC16
HNRNPD	hnRNPD0
RBM23	RNPC4
CCDC141	CAMDI
SCARB2	CD36L2
MIR1260A	MIR1260
MSC	ABF1
OR4F6	OR4F12
TRPC3	TRP3
NACC2	BTBD14A
SIGLEC31P	SIGLECP15
MAST2	MAST205
TRMT10A	MSSGM
TEX2	TMEM96
CELSR1	ME2
ABCG2	BMDP
LOC107984876	LA16c-306A4.2
CTSLP1	CTSL1P1
FBN1	FBN
CASP10	FLICE2
CREBRF	LRF
IGKV2D-19	A12
RPL7AP13	dJ348M17.1
OR2H4P	6M1-7P
SHOX2	OG12
ELK2BP	ELK2.2
NPR2	ECDM
GAPDHP58	GAPDL1
IFT52	NGD2
TRE-CTC6-1	TRNAE25
SLCO1B7	LST-3TM12
SLC4A3	AE3
ANKRD62	DKFZp779B1634
HELLPAR	LINC-HELLP
SCN9A	ETHA
AP1M2	MU1B
TRD-GTC2-5	TRNAD5
HCP5	P5-1
RNA5-8SP3	RN5-8S3
SEPT9	AF17q25
UBB	HEL-S-50
CD209	DC-SIGN1
TAAR6	taR-4
RNA5SP172	RN5S172
NR2E3	RNR
KCNV1	KCNB3
ZBTB32	FAXF
NSDHL	SDR31E1
ABCA1	HDLDT1
IGHV2-10	2-10P
DDX56	DDX21
ZNF90	HTF9
C1orf43	NS5ATP4
VCX	VCX-B1
ELP4	PAX6NEB
SOX9	CMPD1
MIR6825	hsa-mir-6825
DNAJC2	ZRF1
CT47A11	CT47.11
ZNF420	APAK
DHRSX	DHRSXY
GNAQ	SWS
UGT1A3	UDPGT 1-3
THADA	GITA
C14orf28	c14_5270
PLIN3	TIP47
TREH	TRE
TAS2R15P	TAS2R15
KCNJ12	hIRK1
PDZK1P1	OTTHUMT00000038524
JPH2	JP2
NR2E1	TLX
CCEPR	lncRNA-CCHE1
KIR3DP1	KIR48
IQSEC2	BRAG1
EIF3LP2	EIF3EIPP2
HARS	CMT2W
GSTA9P	GSTAP4
POLR2G	hsRPB7
REEP2	C5orf19
IL21	CVID11
RPL12P11	RPL12_22_1703
TMTC2	IBDBP1
MIR1307	mir-1307
LINC00310	NCRNA00310
TMPRSS4	MT-SP2
RPS2P1	dJ64K7.1
RPL34P33	RPL34_18_1640
LRBA	CVID8
SPEF2	CT122
FCRL6	FcRH6
HLA-DPB1	DPB1
CENPF	CENF
IDH1	HEL-S-26
BRSK2	SAD1
MRPL41	MRP-L27
TMBIM1	RECS1
FAM167A-AS1	C8orf12
IGHV1-14	1-14P
DIO3	5DIII
THOC1	P84N5
HRES1	HRES-1
SUGCT	C7orf10
MFSD4A	UNQ3064
TDGF1P6	TDGF6
UBASH3A	CLIP4
TXNRD1	TR1
EBF1	O/E-1
CRNKL1	MSTP021
T	SAVA
C4A	RG
LBX1	LBX1H
TMED4	ERS25
IMMT	PIG52
DNAJB2	CMT2T
KRTAP10-6	KAP18.6
PRKCE	nPKC-epsilon
RARRES2	TIG2
IGHV3-57	3-57P
SLC7A4	HCAT3
NUDT11	hDIPP3beta
ZNF674	ZNF673B
EDA	EDA2
ALAS1	ALAS
CCR7	BLR2
EIF2AK1	HRI
PSMB8	D6S216
INO80	hINO80
APMAP	C20orf3
MACROD2-IT1	C20orf68
VWC2	UNQ739
SOX10	DOM
OR6K3	OR1-18
HS3ST2	30ST2
KDM2A	FBL11
ALDH7A1P3	ATQL3
OLIG3	Bhlhb7
PADI4	PDI5
SLC27A5	BACS
PITPNM3	CORD5
RHOC	H9
PLEC	PLEC1
APEH	DNF15S2
TBX4	SPS
TROAP	TASTIN
RPL30P4	RPL30_3_359
ERVK-24	c22_A
SLC38A3	NAT1
NELFA	P/OKcl.15
OR2H1	HS6M1-16
PPP2R3B	PPP2R3L
SNORD109A	HBII-438A
RPL31P12	RPL31_1_62
IL5RA	IL5R
TRM-CAT7-1	TRNAM5
B3GNT3	TMEM3
SLC10A7	P7
SLC12A2	PPP1R141
MUC13	MUC-13
LRRK2	DARDARIN
FN1	ED-B
NTS	NTS1
PRKAG2	CMH6
HAX1	HCLSBP1
CD248	TEM1
TRMT112	TRM112
LRSAM1	CMT2P
BANP	BEND1
WSB2	SBA2
RORA	ROR3
UBA52	CEP52
CD40LG	TRAP
PSME2	REGbeta
KLRA1P	LY49L
PNKD	FPD1
GATAD2B	P66beta
PTS	PTPS
RSPH3	RSHL2
PLET1	C11orf34
MIR429	hsa-mir-429
NUP58P1	NUPL1P1
MIR103A2	MIR103-2
CRYGEP	CRYGEP1
ZNF398	P71
PSMD8	p31
ALG13	TDRD13
GUCY1A3	GUC1A3
RNU4-3P	U4
CD59	MACIF
OSBPL1A	ORP1
OR2Z1	OR19-4
CYP1A1	CYPIA1
AKAP9	AKAP350
RPL26P3	RPL26_17_1344
C2orf80	GONDA1
HCG14	dJ111M5.4
RNU7-65P	U7.65
KRTAP19-10P	KRTAP19P2
BPIFB6	LPLUNC6
RPS10P28	RPS10_14_1658
TMEM8B	C9orf127
DOCK7	EIEE23
AQP1	CO
TWIST1	SCS
DMRT3	DMRTA3
SEM1	SHFD1
RNA5SP281	RN5S281
SPAM1	HEL-S-96n
OPN1MW2	GOP
EIF2S3	MRXSBRK
ECI2	PECI
EGLN3	HIFPH3
NUP35	NUP53
TRF-GAA8-1	TRNAF13P
SLC6A4	hSERT
HNRNPA3	FBRNP
ATP8B3	ATPIK
MCFD2	F5F8D
SNORD3C	RNU3-3
HSPA9	SAAN
ADIPOR2	PAQR2
TPPP2	P18
RPS29P17	RPS29_13_976
RHBDD3	HS984G1A
KRTCAP3	KCP3
GADL1	ADC
RPS8P7	RPS8_3_645
ALG1	HMT-1
UNC93B1	IIAE1
ZFHX2	ZNF409
PIPOX	LPIPOX
RPL7AP56	RPL7A_21_1137
EVA1C	C21orf63
PRKCI	PKCI
ATF4P1	TAXREB67P
MRPL20	L20mt
SDR16C5	retSDR2
MIR6812	hsa-mir-6812
FSHMD1B	FSHD1B
CDCA2	PPP1R81
BCRP2	BCR-2
NDE1	NDE
RNF125	TNORS
KRT33B	HA3II
PSG2	PSG1
DNM1P9	DNM1DN9@
RNLS	RENALASE
RPAIN	RIP
IZUMO1	OBF
VTRNA2-1	nc886
MTRNR2L2	HN2
TWNK	PEOA3
CYP2B6	CYP2B
ADIRF	AFRO
DAND5	CRL2
RPL13AP20	RPL13A_9_1211
MIRLET7F2	let-7f-2
EPRS	QPRS
GUCA1B	GCAP2
LIPE	FPLD6
APBA1	X11A
BMS1P18	LINC00516
BTBD10	GMRP-1
STK16	PKL12
PRKAR2B	PRKAR2
PPIA	CYPH
AURKB	PPP1R48
MIR371A	hsa-mir-371
CA2	CA-II
ZBTB8A	ZNF916A
PMP2	FABP8
TUSC2	FUS1
VPS11	RNF108
MIR1202	hsa-mir-1202
ZNF3	HF.12
SAXO1	FAM154A
NTNG2	Lmnt2
ADCK2	AARF
LDB3	CMD1C
TUBGCP4	Grip76
EFTUD2	MFDM
HBG1	HBGA
ABCB6	PRP
SPANXD	dJ171K16.1
TPRA1	TPRA40
RPS9P2	RPS9_3_1753
OR2AG2	OR2AG2P
SH3GL1	SH3P8
H19	ASM
PLEC	PLEC1b
MAFTRR	lincMAF4
MIR1260A	MIRN1260
NR2F2	COUPTFB
RPL13AP26	RPL13A_13_1745
TRN-GTT2-3	TRNAN11
SCG5	SGNE1
CEACAMP9	CEACAM30P
GRAMD4	dJ439F8.1
SPATA8	SRG8
DPF3	BAF45C
MIR148A	MIRN148
ALG3	not
ABCE1	RNASEL1
ATP13A2	HSA9947
PIAS2	PIASX
SLC13A1	NAS1
TREM2	Trem2a
GPBP1	GPBP
CXCR3	CKR-L2
ACAT1	T2
GPR173	SREB3
DNAJC5	mir-941-5
ZBED9	ZFP38-L
MPP4	ALS2CR5
ADAMTS2	ADAM-TS2
TAOK2	PSK
NPAS4	PASD10
ABCB8	EST328128
NPAS1	bHLHe11
TSPAN14	DC-TM4F2
TSSK4	TSSK5
SF3B1	PRPF10
KRT1	K1
LRP1	A2MR
MIA2	CTAGE5
RHOQP1	RHOQP
PRR27	C4orf40
PIP4K2C	PIP5K2C
MIR1262	MIRN1262
NUTM1	NUT
C4B	C4B3
ATF1	FUS/ATF-1
ATP6V0A1	Stv1
LZTFL1	BBS17
PRR31	C9orf141
RGS5	MST092
IFNA1	IFN-alphaD
KIR2DS4	NKAT8
CENPE	PPP1R61
NCMAP	C1orf130
MIR320A	MIRN320
SCG2	SN
BMS1P13	BMS1P14
RPL18AP14	RPL18A_9_1800
MIR9-3	miRNA9-3
SSR2	TLAP
SH3RF2	PPP1R39
MIR365B	MIR365-2
CPNE1	COPN1
CD2BP2	Snu40
UCHL5	UCH-L5
RCE1	RCE1A
EBF2	COE2
IL20RB	DIRS1
MIR24-1	MIRN24-1
TMED4	HNLF
PRKCSH	PKCSH
